id,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built,yr_renovated,zipcode,sqft_living15,sqft_lot15
7589200193,535000,3,1,1090,3000,1.5,0,0,4,8,1090,1929,0,98117,1570,5080
7955080270,322500,4,2.75,2060,6659,1,0,0,3,7,1280,1981,0,98058,2020,8720
9547205180,696000,3,2.5,2300,3060,1.5,0,0,3,8,1510,1930,2002,98115,1590,3264
9435300030,550000,4,1,1660,34848,1,0,0,1,5,930,1933,0,98052,2160,11467
2768000400,640000,4,2,2360,6000,2,0,0,4,8,2360,1904,0,98107,1730,4700
7895500070,240000,4,1,1220,8075,1,0,0,2,7,890,1969,0,98001,1290,7800
2078500320,605000,4,2.5,2620,7553,2,0,0,3,8,2620,1996,0,98056,2620,11884
5547700270,625000,4,2.5,2570,5520,2,0,0,3,9,2570,2000,0,98074,2470,5669
7766200013,775000,4,2.25,4220,24186,1,0,0,3,8,2600,1984,0,98166,2410,30617
7203220400,861990,5,2.75,3595,5639,2,0,0,3,9,3595,2014,0,98053,3625,5639
9270200160,685000,3,1,1570,2280,2,0,0,3,7,1570,1922,0,98119,1580,2640
1432701230,309000,3,1,1280,9656,1,0,0,4,6,920,1959,0,98058,1340,8808
8035350320,488000,3,2.5,3160,13603,2,0,0,3,8,3160,2003,0,98019,3050,9232
8945200830,210490,3,1,990,8528,1,0,0,3,6,990,1966,0,98023,1228,8840
4178300310,785000,4,2.5,2290,13416,2,0,0,4,9,2290,1981,0,98007,2680,13685
9215400105,450000,3,1.75,1250,5963,1,0,0,4,7,1250,1953,0,98115,970,5100
822039084,1.35E+06,3,2.5,2753,65005,1,1,2,5,9,2165,1953,0,98070,2680,72513
5245600105,228000,3,1,1190,9199,1,0,0,3,7,1190,1955,0,98148,1190,9364
7231300125,345000,5,2.5,3150,9134,1,0,0,4,8,1640,1966,0,98056,1990,9133
7518505990,600000,3,1.75,1410,4080,1,0,0,4,7,1000,1950,0,98117,1410,4080
3626039271,585000,2,1.75,1980,8550,1,0,0,3,7,990,1981,0,98117,1480,6738
4217401195,920000,5,2.25,2730,6000,1.5,0,0,3,8,2130,1927,0,98105,2730,6000
9822700295,885000,4,2.5,2830,5000,2,0,0,3,9,2830,1995,0,98105,1950,5000
9478500640,292500,4,2.5,2250,4495,2,0,0,3,7,2250,2008,0,98042,2250,4500
2799800710,301000,3,2.5,2420,4750,2,0,0,3,8,2420,2003,0,98042,2690,4750
7922800400,951000,5,3.25,3250,14342,2,0,4,4,8,3250,1968,0,98008,2960,11044
8079040320,430000,4,3,1850,9976,2,0,0,3,8,1850,1991,0,98059,2270,8542
1516000055,650000,3,2.25,2150,21235,1,0,3,4,8,1590,1959,0,98166,2570,18900
9558200045,289000,3,1.75,1260,8400,1,0,0,3,7,1260,1954,0,98148,1290,8750
5072410070,505000,3,1.75,2519,8690,2,0,0,5,8,2519,1973,0,98166,2500,9500
9528102996,549000,3,1.75,1540,1044,3,0,0,3,8,1540,2014,0,98115,1580,3090
1189001180,425000,3,2.25,1660,6000,1,0,0,3,7,1110,1979,0,98122,1440,4080
3253500160,317625,3,2.75,2770,3809,1.5,0,0,5,7,1770,1925,0,98144,1440,4000
3394100030,975000,4,2.5,2720,11049,2,0,0,3,10,2720,1989,0,98004,2750,11049
3717000160,287000,4,2.5,2240,4648,2,0,0,3,7,2240,2005,0,98001,2221,4557
1274500060,204000,3,1,1000,12070,1,0,0,4,7,1000,1968,0,98042,1010,12635
1802000060,1.33E+06,5,2.25,3200,20158,1,0,0,3,8,1600,1965,0,98004,3390,20158
1525059190,1.04E+06,5,3.25,4770,50094,1,0,0,4,11,3070,1973,0,98005,3530,38917
1049000060,325000,3,2,1260,5612,1,0,0,4,7,1260,1972,0,98034,1640,4745
8820901275,571000,4,2,2750,7807,1.5,0,0,5,7,2250,1916,0,98125,1510,7807
5416510140,360000,4,2.5,2380,5000,2,0,0,3,8,2380,2005,0,98038,2420,5000
3444100400,349000,3,1.75,1790,50529,1,0,0,5,7,1090,1965,0,98042,1940,50529
3276920270,832500,4,4,3430,35102,2,0,0,4,10,2390,1986,0,98075,3240,35020
4036801170,380000,4,1.75,1760,7300,1,0,0,3,7,880,1956,0,98008,1680,7500
2391600320,480000,3,1,1040,5060,1,0,0,3,7,1040,1941,0,98116,890,5060
6300000287,410000,3,1,1410,5060,1,0,0,4,7,910,1956,0,98133,1130,5693
1531000030,720000,4,2.5,3450,39683,2,0,0,3,10,3450,2002,0,98010,3350,39750
5104520400,390000,3,2.5,2350,5100,2,0,0,3,8,2350,2003,0,98038,2350,5363
7437100340,360000,4,2.5,1900,5889,2,0,0,3,7,1900,1992,0,98038,1870,6405
9418400240,355000,2,1,2020,6720,1,0,0,3,7,1010,1948,0,98118,1720,6720
1523059105,356000,3,1.5,1680,8712,1,0,0,3,8,1680,1964,0,98059,1850,8797
1133000671,315000,3,1,960,6634,1,0,0,3,6,960,1952,0,98125,1570,7203
4232902595,940000,3,1.5,2140,3600,2,0,0,3,9,1900,1925,0,98119,2020,4800
2599001200,305000,5,2.25,2660,8400,1.5,0,0,5,7,2660,1961,0,98092,1590,8165
3342103156,461000,3,3.25,2770,6278,2,0,0,3,9,1980,2006,0,98056,1900,7349
1332700270,215000,2,2.25,1610,2040,2,0,0,4,7,1610,1979,0,98056,1950,2025
3869900162,335000,2,1.75,1030,1066,2,0,0,3,7,765,2006,0,98136,1030,1106
2791500270,243500,4,2.5,1980,7403,2,0,0,3,7,1980,1988,0,98023,1980,7510
5036300431,1.10E+06,5,2.75,3520,6353,2,0,0,4,10,3520,2001,0,98199,2520,6250
4168000060,153000,3,1,1200,10500,1,0,0,3,7,1200,1962,0,98023,1350,10500
6021501535,430000,3,1.5,1580,5000,1,0,0,3,8,1290,1939,0,98117,1570,4500
6021501535,700000,3,1.5,1580,5000,1,0,0,3,8,1290,1939,0,98117,1570,4500
1483300570,905000,4,2.5,3300,10250,1,0,0,3,7,2390,1946,1991,98040,1950,6045
3422049190,247500,3,1.75,1960,15681,1,0,0,3,7,1960,1967,0,98032,1750,15616
1099611230,199000,4,1.5,1160,6400,1,0,0,4,7,1160,1975,0,98023,1160,6400
722079104,314000,3,1.75,1810,41800,1,0,0,5,7,1210,1980,0,98038,1650,135036
7338200240,437500,3,2.5,2320,36847,2,0,2,3,9,2320,1992,0,98045,2550,35065
1952200240,850830,3,2.5,2070,13241,1.5,0,0,5,9,1270,1910,0,98102,2200,4500
5200100125,555000,3,2,1980,3478,1.5,0,0,4,7,1440,1929,0,98117,1610,3478
7214720075,699950,3,2.25,2190,107593,2,0,0,4,8,2190,1983,0,98077,2570,47777
2450000295,1.09E+06,3,2.5,2920,8113,2,0,0,3,8,2920,1950,2010,98004,2370,8113
6197800045,290000,3,1,1210,33919,1,0,0,3,7,1210,1954,0,98058,1640,14910
1328310370,375000,3,2.5,2340,10005,1,0,0,4,8,1460,1978,0,98058,2250,8162
546000875,460000,3,1,1670,4005,1.5,0,0,4,7,1170,1939,0,98117,1240,4005
3530510041,188500,2,1.75,1240,2493,1,0,0,4,8,1240,1985,0,98198,1270,4966
1853000400,680000,4,2.5,3140,28037,2,0,0,4,10,3140,1991,0,98077,2990,35001
3134100116,470000,5,1.75,2030,12342,2,0,0,4,7,2030,1942,0,98052,2500,9433
9545230140,597750,4,2.5,2310,9624,2,0,0,3,8,2310,1984,0,98027,1940,9636
3362400511,570000,3,1.75,1260,3328,1,0,0,5,6,700,1905,0,98103,1380,3536
2525310310,272500,3,1.75,1540,12600,1,0,0,4,7,1160,1980,0,98038,1540,11656
6126500060,329950,3,1.75,2080,5969,1,0,2,3,7,1080,1971,0,98108,2090,5500
8961960160,480000,4,2.5,3230,16171,2,0,3,3,9,2520,2001,0,98001,2640,8517
3626039325,740500,3,3.5,4380,6350,2,0,0,3,8,2780,1900,1999,98117,1830,6350
3362400431,518500,3,3.5,1590,1102,3,0,0,3,8,1590,2010,0,98103,1620,3166
4060000240,205425,2,1,880,6780,1,0,0,4,6,880,1945,0,98178,1190,6780
3454800060,171800,4,2,1570,9600,1,0,0,3,6,1570,1950,0,98168,1880,9000
1695900060,535000,4,1,1610,2982,1.5,0,0,4,7,1610,1925,0,98144,1610,4040
7278700070,660000,3,2.5,2400,6474,1,0,2,3,8,1560,1964,0,98177,2340,10856
6675500070,391500,3,2,1450,9132,1,0,0,3,7,1450,1987,0,98034,1580,9104
3626039187,395000,2,1,770,6000,1,0,0,3,6,770,1953,0,98117,1710,6000
3524049083,445000,4,1.75,2100,4400,1.5,0,0,5,7,1720,1924,0,98118,1850,4400
3275860240,770000,3,2.25,2910,10204,2,0,0,3,9,2910,1990,0,98052,2700,13992
4389200955,1.45E+06,4,2.75,2750,17789,1.5,0,0,3,8,1980,1914,1992,98004,3060,11275
4058801670,445000,3,2.25,2100,8201,1,0,2,3,8,1620,1967,0,98178,2660,8712
8732020310,260000,4,2.25,2160,8811,1,0,0,3,8,1360,1978,0,98023,2090,8400
2331300505,822500,5,3.5,2320,4960,2,0,0,5,7,1720,1926,0,98103,1700,4960
7853210060,430000,4,2.5,2070,4310,2,0,0,3,7,2070,2004,0,98065,1970,3748
3668000070,212000,3,1.75,1060,7875,1,0,0,4,7,1060,1986,0,98092,1420,7680
9545240070,660500,4,2.25,2010,9603,1,0,0,3,8,1440,1986,0,98027,2060,9793
1243100136,784000,3,3.5,3950,111078,1.5,0,0,3,9,2460,1989,0,98052,2480,88500
8929000270,453246,3,2.5,2010,2287,2,0,0,3,8,1390,2014,0,98029,1690,1662
2767602356,675000,4,3.5,2140,2278,3,0,0,3,9,2140,2005,0,98107,1540,2285
921049315,199000,3,1.75,1320,17390,1,0,0,4,7,1320,1956,0,98003,1550,19265
3655000070,220000,4,1.75,2020,7840,1,0,0,3,7,1010,1968,0,98003,1750,8140
4027700812,452000,4,2.25,2590,10002,1,0,0,4,8,1340,1968,0,98028,1550,10436
3992700335,382500,2,1,1190,4440,1,0,0,3,6,1190,1981,0,98125,1060,5715
2767603505,519950,3,2.25,1170,1249,3,0,0,3,8,1170,2014,0,98107,1350,1310
4232901525,665000,2,1,1110,3200,1,0,0,3,7,1110,1925,0,98119,1170,3600
1777500060,527700,5,2.5,2820,9375,1,0,0,4,8,1550,1968,0,98006,2820,9375
1432900240,205000,3,1,1610,8579,1,0,0,4,7,1010,1962,0,98058,1610,8579
6140100875,420000,3,1,1060,8097,1,0,0,4,7,940,1923,0,98133,1560,7940
6071600370,500000,4,2.25,2030,8517,1,0,0,4,8,1380,1961,0,98006,2230,8824
1526069017,921500,4,2.5,3670,315374,2,0,0,4,9,3670,1994,0,98077,2840,87991
809001525,890000,4,1,2550,4000,2,0,0,3,8,2370,1905,0,98109,2200,4000
3224079105,430000,2,2.5,2420,60984,2,0,0,3,7,2420,2007,0,98027,1940,193842
8075400570,258000,5,2,2260,12500,1,0,0,4,8,1130,1960,0,98032,1360,18000
1994200024,511000,3,1,1430,3455,1,0,0,3,7,980,1947,0,98103,1450,4599
3362900810,532170,3,2,1360,3090,2,0,0,3,8,1360,1990,0,98103,1500,3090
1324300398,560000,3,1,1110,5000,1.5,0,0,3,7,1110,1947,0,98107,1420,5000
537000445,282950,3,1,1250,8200,1,0,0,4,7,1250,1954,0,98003,1680,8633
7855801670,2.25E+06,4,3.25,5180,19850,2,0,3,3,12,3540,2006,0,98006,3160,9750
7920100045,350000,1,1,700,5100,1,0,0,3,7,700,1942,0,98115,1010,5100
8960000030,215000,3,1,1180,7669,1,0,0,4,7,1180,1967,0,98058,1190,7669
6388930390,650000,5,3.5,3960,25245,2,0,0,3,9,2500,1996,0,98056,2640,13675
8731900200,320000,4,2.75,2640,7500,1,0,0,3,8,1620,1967,0,98023,1980,7875
8029200135,247000,3,2,1270,7198,1.5,0,0,3,7,1270,1916,2013,98022,1160,7198
1081200350,320000,4,1.75,1760,11180,1,0,0,4,8,1760,1968,0,98059,1730,11180
84000105,255000,5,2.25,2060,8632,1,0,0,3,7,1030,1962,0,98146,1010,11680
3756500060,438000,3,1.75,1780,9660,1,0,0,3,7,1780,1962,0,98034,1200,9660
7215720160,900000,3,2.5,3400,16603,2,0,0,3,10,3400,2000,0,98075,3400,12601
3574800520,441000,3,2.75,1910,7280,1,0,0,3,7,1160,1979,0,98034,1710,8152
2617300160,420000,3,2,2020,38332,1,0,0,4,7,1010,1975,0,98027,2110,36590
2558660270,370000,3,1.75,1580,7000,1,0,0,3,7,1180,1976,0,98034,1640,7500
2009000370,269950,2,1.75,1340,7250,1,0,0,5,5,700,1949,0,98198,1830,9750
1836980160,807100,4,2.5,2680,4499,2,0,0,3,9,2680,1999,0,98006,2920,4500
3261020370,653000,3,2.5,2680,9750,1,0,0,4,8,1610,1979,0,98034,2480,8750
1755700060,371500,3,2,1370,8336,1,0,0,5,7,1370,1964,0,98133,1770,7288
4330600435,284000,3,1.75,1560,21000,1,0,0,3,7,1560,1954,0,98166,1070,7920
9542800700,272000,3,1.75,2160,7140,1,0,0,4,7,1670,1978,0,98023,1930,7350
1999700045,313000,3,1.5,1340,7912,1.5,0,0,3,7,1340,1955,0,98133,1480,7940
1762600070,917500,4,2.5,3880,35003,2,0,0,3,10,2570,1984,0,98033,3740,35230
1687900520,673000,4,2.25,2590,8190,2,0,0,4,8,2590,1980,0,98006,2260,8335
7234600798,425000,3,2.5,1120,1100,2,0,0,3,8,820,2008,0,98122,1590,1795
3881900445,399950,5,2.75,1970,5400,1,0,0,3,7,1320,1986,0,98144,1280,2150
2254502445,385000,3,1,1220,4800,1,0,0,3,6,1220,1901,0,98122,1200,4800
5437810320,269950,3,1.5,1950,7560,1,0,2,4,7,1320,1975,0,98022,1950,8941
9158100075,330000,2,1,1350,8220,1,0,0,3,7,1060,1949,0,98177,1540,8280
3830630310,260000,3,2.5,1670,5797,2,0,0,3,7,1670,1988,0,98030,1670,6183
8123100045,470000,4,3,2380,5125,1.5,0,0,4,7,1680,1925,0,98126,1410,5375
3127200041,589000,4,3,2440,9600,2,0,0,5,7,2440,1961,0,98034,2290,9600
6661200320,163500,2,1.5,1050,3419,2,0,0,3,7,1050,1996,0,98038,1050,3417
11510310,835000,4,2.75,3130,13412,2,0,0,3,9,2140,1993,0,98052,2260,9984
825059270,1.10E+06,5,3,4090,12850,1,0,2,4,10,2090,1986,0,98033,2540,10270
8731951370,269000,4,1.75,1490,10000,1,0,0,4,8,1100,1969,0,98023,2190,8910
1954440060,560000,3,2.5,1900,8744,2,0,0,3,8,1900,1987,0,98074,2030,8744
2264500350,615000,4,1,1330,2400,1.5,0,0,4,6,1330,1901,0,98103,1330,4400
1115810060,585188,3,2.25,2230,10026,1,0,0,3,8,1430,1975,0,98052,2230,9340
9477200200,305000,3,1.75,1650,9480,1,0,0,3,7,1220,1977,0,98034,1540,8400
1432600560,166950,3,1,1190,8820,1,0,0,3,6,1190,1959,0,98058,1230,7980
2287000060,799000,3,2.5,2140,9897,1,0,0,4,8,2140,1959,0,98040,2680,10083
3663500060,400000,3,2.5,2180,7508,1,0,0,4,7,1420,1962,0,98133,1900,7818
3996900125,230000,3,1,1060,10228,1,0,0,3,7,1060,1948,0,98155,1570,10228
7796450200,256883,3,2.5,1690,5025,2,0,0,3,8,1690,2003,0,98023,2550,5001
7549802535,423000,4,2,1970,6480,1.5,0,0,5,7,1130,1920,0,98108,1500,6480
3278600320,465000,3,2.5,2150,4084,2,0,0,3,8,2150,2007,0,98126,1750,2385
2824079053,440000,3,2.5,1910,66211,2,0,0,3,7,1910,1997,0,98024,2330,67268
1222069094,385000,3,1.75,1350,155073,1,0,0,4,7,1350,1969,0,98038,1560,50965
3542300060,210000,3,1,860,11725,1,0,0,4,6,860,1943,0,98056,1300,9514
2222059065,297000,3,2.5,1940,14952,2,0,0,3,8,1940,1994,0,98042,2030,10450
7551300060,470000,3,1,1010,5000,1,0,0,3,7,1010,1952,0,98107,1680,5000
100600550,226500,3,1.5,1300,7370,1,0,0,4,7,900,1976,0,98023,1430,7500
3211100860,274250,3,1,910,8450,1,0,0,4,6,910,1962,0,98059,1400,8040
3456000310,840000,4,1.75,2480,11010,1,0,0,4,9,1630,1966,0,98040,2770,10744
9526600140,677900,3,2.5,2440,4587,2,0,0,3,8,2440,2010,0,98052,2750,4587
7465900060,425000,3,1,1010,5864,1,0,0,3,7,1010,1915,0,98116,1290,5000
1222000055,180250,2,0.75,900,9600,1,0,0,3,6,900,1941,0,98166,1250,14280
6300000550,464000,6,3,2300,3404,2,0,0,3,7,1600,1920,1994,98133,1560,1312
2310030510,320000,4,2.25,1550,7579,2,0,0,3,8,1550,1993,0,98038,1630,6397
1025049114,625504,3,2.25,1270,1566,2,0,0,3,8,1060,2014,0,98105,1160,1327
8677300550,592500,4,2.5,2240,12032,1,0,0,3,9,2240,1983,0,98074,2520,12368
4014400292,465000,3,2.5,2714,17936,2,0,0,3,9,2714,2005,0,98001,2590,18386
1102000196,477000,4,2.75,1720,6270,2,0,0,3,8,1720,1978,0,98118,2130,8700
257000138,280000,2,1,850,16400,1,0,0,3,6,850,1923,0,98168,1100,14459
46100204,1.51E+06,5,3,3300,33474,1,0,3,3,9,1870,1957,1991,98040,3836,20953
1909600046,445838,3,2.5,2250,5692,2,0,0,3,8,2250,2000,0,98146,1320,5390
1250202145,1.07E+06,2,2.25,3900,14864,1,0,3,3,8,1950,1947,0,98144,2580,5184
7611200125,467000,2,1.5,1320,10800,1,0,0,4,8,1320,1947,0,98177,2120,12040
5611500140,686000,4,2.5,2760,6440,2,0,0,3,10,2760,1999,0,98075,3070,8127
7138000260,279950,3,2,1750,9750,1,0,0,3,7,1350,1961,0,98198,1900,10125
626059335,527000,4,2.25,2330,19436,2,0,0,3,8,2330,1987,0,98011,1910,10055
1922059282,325000,3,2.25,2220,16020,1,0,0,4,8,1780,1966,0,98030,2080,9583
705700390,328000,3,2.25,2020,8379,2,0,0,3,7,2020,1994,0,98038,2020,8031
7454001200,390000,3,2.25,1250,7500,1,0,0,5,7,1250,1942,0,98146,1280,7392
8682281200,479950,2,2,1510,6516,1,0,0,3,8,1510,2005,0,98053,1640,6009
7972000200,264950,4,2.25,1720,9753,1,0,0,4,7,1120,1978,0,98023,1510,9753
722059070,235000,3,1,1430,15246,1,0,0,4,7,980,1961,0,98031,1960,13068
7202340400,516500,3,2.5,1480,4729,2,0,0,3,7,1480,2004,0,98053,2250,4729
8096000060,655000,2,1.75,1450,15798,2,1,4,3,7,1230,1915,1978,98166,2030,13193
2424000060,500000,4,2.75,2280,15347,1,0,0,5,7,2280,1960,0,98059,2280,15347
9264902050,315000,6,2.75,2940,7350,1,0,0,3,8,1780,1978,0,98023,2120,8236
943100260,213000,2,1,1000,10200,1,0,0,3,6,1000,1961,0,98024,1150,13702
3677400445,475000,3,1.5,2480,5280,1.5,0,0,5,7,1620,1947,0,98108,2090,4800
1762600320,1.03E+06,5,4,3760,28040,2,0,0,3,10,3760,1983,0,98033,3430,35096
4058000060,416000,3,2,2220,94300,1,0,0,5,7,1640,1976,0,98010,2070,80100
7228500560,410000,4,1,1970,4740,1.5,0,0,3,7,1670,1904,2005,98122,1510,4740
326069104,800000,3,3.5,3830,221284,2,0,0,3,10,3530,1993,0,98077,2920,148539
5152100060,472000,6,2.5,4410,14034,1,0,2,4,9,2350,1965,0,98003,2600,13988
3584000310,225000,3,1.75,1430,8505,1,0,0,4,7,1430,1968,0,98003,1190,8640
8150100045,210000,2,1,830,6000,1,0,0,3,6,830,1940,0,98126,830,4960
1868901275,455000,2,1,1430,5000,1.5,0,0,2,7,1430,1925,0,98115,1450,3750
6131600075,225000,3,1,1300,8316,1,0,0,4,6,1300,1954,0,98002,1260,8316
9468200125,480000,2,1,1030,3060,1,0,2,4,7,790,1918,0,98103,1390,3060
8029510030,363000,3,2.5,2740,11872,2,0,0,3,9,2740,1990,0,98023,2570,10377
2025069065,2.40E+06,4,2.5,3650,8354,1,1,4,3,9,1830,2000,0,98074,3120,18841
7899800890,181000,2,1.5,720,5120,1,0,0,3,6,720,1954,0,98106,1150,2566
3021059276,250000,4,2,2010,7312,1,0,0,4,7,2010,1976,0,98002,2010,7650
3797001895,481000,3,1.75,1560,3000,1,0,0,4,6,770,1918,0,98103,1390,3000
3832710960,260000,3,2,1810,7209,1,0,0,4,7,1240,1978,0,98032,1750,7209
1310430400,455000,4,2.5,3360,7685,2,0,0,3,9,3360,2001,0,98058,3060,6567
1422300030,415000,3,2.25,1510,36224,2,0,0,3,8,1510,1991,0,98045,1730,36224
1105000588,349500,3,1,1400,3538,1,0,0,3,7,800,1953,0,98118,1620,6331
3830630060,245000,3,2.5,1730,7442,2,0,0,3,7,1730,1987,0,98030,1630,6458
5101404898,592500,2,2,1420,9191,1.5,0,2,5,7,1420,1928,0,98115,1420,6816
7972601890,385000,4,1.75,2360,7620,1,0,0,4,7,1180,1955,0,98106,1910,7620
5127001620,315000,3,1.75,1580,11455,1,0,0,4,7,1200,1974,0,98059,1550,10650
9407100800,255000,3,1,1230,10170,1,0,0,3,7,1230,1979,0,98045,1380,10098
1873100060,693000,4,2.5,2460,4425,2,0,0,3,8,2460,2006,0,98052,2990,5659
8722101360,780000,3,1,1660,4400,1.5,0,0,3,8,1460,1911,0,98112,1660,4400
8644000060,237000,3,1.75,1270,8470,1,0,0,4,7,1270,1960,0,98198,1600,8470
3325069129,525000,3,2.25,2100,40510,2,0,0,3,10,1320,1979,0,98074,2380,33450
1400300055,425000,2,1,770,5040,1,0,0,3,5,770,1930,0,98144,1330,2580
2123039032,369900,1,0.75,760,10079,1,1,4,5,5,760,1936,0,98070,1230,14267
8078560140,290000,4,2.5,1700,7280,2,0,0,4,7,1700,1988,0,98031,1950,7475
3438500192,285000,3,1,1120,10701,1,0,0,3,7,1120,1954,0,98106,1130,6350
7974200510,415000,2,1,1070,4500,1,0,0,3,7,1070,1937,0,98115,1320,4465
2557000400,272500,3,2.5,2070,9900,1,0,0,3,8,1420,1979,0,98023,2070,8250
7960900060,2.90E+06,4,3.25,5050,20100,1.5,0,2,3,11,4750,1982,2008,98004,3890,20060
4054500390,1.37E+06,4,4.75,5310,57346,2,0,0,4,11,5310,1989,0,98077,4180,47443
6378500125,436000,2,1,1040,7538,1,0,0,4,7,1040,1939,0,98133,1440,7530
1745100140,210000,3,1,1700,11390,1,0,0,4,7,1700,1967,0,98003,1350,8164
2976800796,236000,3,1,1300,5898,1,0,0,3,7,1300,1961,0,98178,1320,7619
4235400186,331000,3,1.75,1080,1306,1,0,0,3,7,580,1954,2003,98199,1440,2225
4215100060,365000,3,2.5,2653,4510,2,0,0,3,8,2653,2006,0,98031,2653,4927
9189700045,450000,3,2,2290,16258,1,0,0,5,8,2290,1960,0,98058,1660,10530
1126049053,770000,4,2.75,3820,26300,2,0,0,3,9,2850,2014,0,98028,1860,12136
2022069200,455000,4,2.5,2210,49375,1,0,0,3,8,2210,1997,0,98038,2670,49385
9412900055,405000,3,1.75,2390,6000,1,0,0,3,6,1240,1908,0,98118,2020,6000
1722059235,304900,4,1.75,2600,11325,1,0,0,4,7,1610,1969,0,98031,1720,11088
6874200960,170000,2,1,860,5265,1,0,0,3,6,860,1931,0,98178,1650,8775
7424700045,2.05E+06,5,3,3830,8480,2,0,1,5,9,2630,1905,1994,98122,3050,7556
7202360350,780000,4,2.5,3500,7048,2,0,0,3,9,3500,2005,0,98053,3920,7864
5634500392,330000,3,3,2420,13959,1,0,0,4,8,1740,1988,0,98028,2570,13300
1509500060,370000,4,2.5,2720,8666,2,0,0,3,9,2720,1992,0,98030,2410,8100
7214810350,467000,5,2.25,2500,13500,1,0,0,3,7,1850,1979,0,98072,2300,9750
6647200060,405000,3,1.75,1670,6720,1,0,0,3,7,1140,1980,0,98034,1670,7320
9552700140,675000,5,2.25,2900,10300,1,0,0,3,8,1450,1985,0,98006,2310,10300
2200500350,500000,2,1,1640,14100,1,0,0,4,7,1140,1954,0,98006,1520,13527
6113400046,389999,4,2.5,1890,15770,2,0,0,4,7,1890,1968,0,98166,2410,15256
6619910140,630000,4,1.75,2950,9025,1,0,2,4,8,1780,1975,0,98034,2120,9600
1115450240,360000,4,2.5,2160,9528,2,0,0,3,9,2160,1992,0,98001,2280,9937
6073240060,580000,4,3,3280,11060,2,0,0,3,8,2270,1986,0,98056,2320,11004
9297300045,550000,3,2,1970,4166,2,0,3,5,8,1270,1929,0,98126,2390,4166
9510920070,879000,4,2.5,3360,22111,2,0,0,3,10,3360,1994,0,98075,3150,11374
5468730030,265000,3,2,1320,8959,1,0,0,3,7,1320,1993,0,98042,1740,7316
